sourcename sourcetype first_login_usertype qudao_type channel_category credit_bin firstchuo edu chuomode message_count_default boappnum biglinetype usertype jdcredit_score umeng_score risk_score pretax final_score td_3m td_1m cmax omax vcard rph rpo rpc query1m hoverdue2y ooverdue2y coverdue2y repaybin citylevel_bin
神马SEM大额 M 发标未成交 M M站信息流 6 2018-07-15 4无学历 gxb_m -1 0 M站 2发标未成交 NA 490 31 missing 63 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站九格 M 有额未发标 M M站信息流 8 2018-07-18 4无学历 gxb_m -1 0 M站 4有额未发标 NA 722 73 0-0 58 0 5 NA NA NA NA NA NA NA NA NA NA NA 2线
百度信息流大额 M 戳额无额度 M M站信息流 15 2018-07-28 4无学历 gxb_m -1 0 M站 1戳额无额度 NA 410 58 02k-05k 62 8 6 12588 12000 2 0 1204 NA 8 0 0 0 NA 5线
百度SEM-MB大额 M 发标未成交 M M站信息流 6 2018-07-17 4无学历 bb_m -1 0 M站 2发标未成交 648.35 625 55 missing 60 3 3 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 M 发标未成交 M M站信息流 18 2018-08-13 4无学历 gxb_m -1 0 M站 2发标未成交 NA 499 86 0-02k 18 6 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百融白名单M站 M 发标未成交 M M站贷超 16 2018-07-21 4无学历 oth 0 1 APP 2发标未成交 NA 379 59 missing 55 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站闪电公积金 M 发标未成交 M NA 19 2018-08-01 2本科 gxb_m -1 0 M站 2发标未成交 NA 505 47 05k-08k 41 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 发标未成交 M M站信息流 8 2018-08-01 4无学历 gxb_m -1 0 M站 2发标未成交 665.24 667 59 missing 41 9 3 110000 30000 9 1578.9705014749 3503 31718 2 0 0 1 NA 3线
百融白名单M站 M 纯新 M M站贷超 8 2018-08-13 4无学历 gxb_m -1 0 M站 5纯新 645.44 697 40 0-0 39 0 2 16000 58300 14 0 6633 3386 2 0 0 0 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 3 2018-08-11 4无学历 gxb_m -1 0 M站 2发标未成交 NA 692 28 0-02k 36 7 0 30000 2000 7 0 173 5185 7 0 0 1 NA 4线
资产大额贷服务号 M 有额未发标 M NA 6 2018-08-10 4无学历 gxb_m -1 0 M站 4有额未发标 643.82 549 63 0-02k 55 0 0 20000 40000 3 0 7185 2869 2 0 0 0 NA 2线
资产大额贷服务号 M 戳额无额度 M NA 6 2018-07-25 4无学历 bb_m 0 0 M站 1戳额无额度 NA NA 51 missing 21 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 发标未成交 M NA 18 2018-08-06 4无学历 gxb_m -1 0 M站 2发标未成交 707.65 500 62 02k-05k 58 10 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站卡牛 M 发标未成交 M NA 16 2018-07-25 4无学历 gxb_m -1 0 M站 2发标未成交 NA 600 46 missing 27 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站融翔科技 M 发标未成交 M NA 17 2018-07-18 4无学历 bb_m -1 0 M站 2发标未成交 NA 512 35 05k-08k 27 0 1 NA NA NA NA NA NA NA NA NA NA NA 1线
百融白名单M站 M 发标未成交 M M站贷超 1 2018-08-10 4无学历 gxb_m -1 0 M站 2发标未成交 NA 643 29 08k-15k 68 0 0 10000 10000 9 0 582 2653 7 0 0 0 NA 4线
资产大额M站瑞萨斯 M 发标未成交 M NA 11 2018-08-08 4无学历 bb_m -1 0 M站 2发标未成交 NA 504 53 02k-05k 49 13 10 58682 495000 9 3634.5211267606 20392 8282 3 0 0 0 NA 1线
资产大额M站分销联盟 M 发标未成交 M NA 7 2018-07-26 4无学历 gxb_m -1 0 M站 2发标未成交 NA 666 38 05k-08k 23 1 1 57763 31000 5 0 7542 10480 4 0 0 0 NA 5线
资产大额M站卡牛 M 纯新 M NA 19 2018-08-12 4无学历 gxb_m -1 0 M站 5纯新 NA 513 36 missing 43 0 0 7000 7000 6 0 555 3225 1 0 0 0 NA 5线
资产大额M站卡牛 M 纯新 M NA 13 2018-07-31 4无学历 bb_m -1 0 M站 5纯新 NA 463 39 02k-05k 17 0 1 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站卡牛 M 发标未成交 M NA 1 2018-07-26 2本科 bb_m -1 0 M站 2发标未成交 725.22 829 27 0-0 23 2 2 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站分销联盟 M 纯新 M NA 9 2018-08-12 4无学历 gxb_m -1 0 M站 5纯新 NA 581 53 missing 15 0 0 -1 2000 -1 0 165 NA 1 0 0 -1 NA 4线
资产大额M站闪电公积金 M 戳额无额度 M NA 6 2018-08-07 4无学历 gxb_m 0 1 M站 1戳额无额度 NA 510 79 05k-08k 52 10 5 33733 8000 26 0 667 13175 7 0 0 0 NA 2线
百融白名单M站 M 发标未成交 M M站贷超 18 2018-08-12 4无学历 gxb_m -1 0 M站 2发标未成交 NA 403 55 02k-05k 64 10 0 -1 3000 -1 0 0 NA 7 0 0 -1 NA 4线
大额朋友圈M站 M 纯新 M M站信息流 4 2018-07-18 4无学历 gxb_m -1 0 M站 5纯新 645.63 658 43 missing 21 2 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站分销联盟 M 发标未成交 M NA 15 2018-07-24 2本科 gxb_m -1 0 M站 2发标未成交 658.08 523 38 0-0 70 0 4 NA NA NA NA NA NA NA NA NA NA NA 2线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 18 2018-08-05 4无学历 oth 0 1 APP 2发标未成交 NA 418 66 missing 5 0 0 -1 -1 -1 -1 NA NA 2 0 0 -1 NA 4线
资产大额M站卡牛 M 发标未成交 M NA 9 2018-08-07 4无学历 gxb_m -1 0 M站 2发标未成交 639.36 716 61 05k-08k 47 7 1 NA NA NA NA NA NA NA NA NA NA NA 3线
神马SEM大额 M 发标未成交 M M站信息流 19 2018-07-23 4无学历 bb_m -1 0 M站 2发标未成交 NA 374 76 missing 7 2 0 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 M 发标未成交 M M站信息流 18 2018-08-13 4无学历 gxb_m -1 0 M站 2发标未成交 NA 318 66 missing 27 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度SEM-MB大额 M 发标未成交 M M站信息流 10 2018-08-01 4无学历 oth 0 2 APP 2发标未成交 NA 398 51 05k-08k 14 2 1 3000 6000 2 0 646 75 2 0 0 0 NA 3线
百融白名单M站 M 发标未成交 M M站贷超 7 2018-07-19 4无学历 gxb_m -1 0 M站 2发标未成交 634.77 665 37 missing 37 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百融白名单M站 M 发标未成交 M M站贷超 7 2018-08-13 4无学历 gxb_m 2 1 M站 2发标未成交 NA 497 33 02k-05k 39 3 2 NA NA NA NA NA NA NA NA NA NA NA 2线
大额朋友圈M站 M 发标未成交 M M站信息流 9 2018-07-19 4无学历 gxb_m -1 0 M站 2发标未成交 NA 545 67 missing 33 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
大额朋友圈M站 M 发标未成交 M M站信息流 7 2018-07-19 4无学历 gxb_m -1 0 M站 2发标未成交 NA 691 48 missing 25 6 5 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站融翔科技 M 纯新 M NA 11 2018-07-18 3专科 oth -1 0 APP 1戳额无额度 NA 604 69 02k-05k 77 0 12 NA NA NA NA NA NA NA NA NA NA NA 1线
百融白名单M站 M 发标未成交 M M站贷超 12 2018-08-11 4无学历 bb_m -1 0 M站 2发标未成交 NA 457 16 missing 38 5 0 23000 -1 4 -1 NA 6602 1 0 0 1 NA 5线
资产大额M站秒到科技 M 纯新 M M站贷超 1 2018-08-13 4无学历 wb 1 7 APP 2发标未成交 668.39 650 52 0-0 22 4 1 15000 2500 3 0 288 3298 1 0 0 0 NA 2线
百融白名单M站 M 发标未成交 M M站贷超 1 2018-08-10 4无学历 gxb_m -1 0 M站 2发标未成交 717.09 678 26 0-0 45 0 0 40000 15000 6 0 2764 7657 4 0 0 7 NA 2线
资产大额M站分销联盟 M 发标未成交 M NA 12 2018-08-13 4无学历 bb_m 0 5 M站 2发标未成交 NA 425 36 02k-05k 12 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 4 2018-08-10 4无学历 bb_m -1 0 M站 2发标未成交 NA 677 46 15k-30k 42 0 0 60000 50000 7 0 2267 21416 4 0 0 20 NA 2线
神马SEM大额 app 纯新 M APP信息流 18 2018-07-18 4无学历 gxb_m -1 0 M站 5纯新 640.92 456 87 0-0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站省呗2 M 发标未成交 M M站贷超 20 2018-08-12 4无学历 gxb_m -1 0 M站 2发标未成交 NA 442 82 missing 3 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站九格 M 发标未成交 M M站信息流 11 2018-07-16 4无学历 gxb_m -1 0 M站 2发标未成交 666 518 23 05k-08k 38 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站闪电公积金 M 戳额无额度 M NA 5 2018-08-12 4无学历 gxb_m 6 10 M站 1戳额无额度 627.42 662 45 08k-15k 75 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站卡牛 M 纯新 M NA 12 2018-08-05 4无学历 gxb_m -1 0 M站 5纯新 642.37 402 29 05k-08k 46 0 4 22000 20000 8 0 251 6902 4 0 0 0 NA 2线
资产大额M站分销联盟 M 纯新 M NA 4 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 640.98 350 19 missing 33 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 发标未成交 M M站信息流 20 2018-08-08 4无学历 gxb_m -1 0 M站 2发标未成交 NA 424 64 0-0 40 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 有额未发标 M NA 13 2018-07-27 4无学历 gxb_m -1 0 M站 4有额未发标 NA 445 24 02k-05k 10 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站瑞萨斯 M 纯新 M NA 9 2018-08-13 4无学历 tb -1 0 APP 1戳额无额度 NA 638 46 0-0 55 12 0 70000 425000 18 0 15442 9728 2 0 4 2 NA 1线
资产大额M站九格 M 纯新 M M站信息流 17 2018-07-15 4无学历 bb_m -1 0 M站 5纯新 NA 451 47 02k-05k 26 3 1 NA NA NA NA NA NA NA NA NA NA NA 5线
神马SEM大额 app 纯新 M APP信息流 13 2018-08-04 4无学历 gxb_m -1 0 M站 5纯新 NA NA 92 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额贷服务号 M 发标未成交 M NA 5 2018-08-10 4无学历 gxb_m 0 3 M站 2发标未成交 642.13 559 26 02k-05k 20 0 0 12180 14800 5 0 1582 5078 0 0 0 0 NA 4线
资产大额顶效M站 M 戳额无额度 M M站信息流 12 2018-08-06 4无学历 gxb_m 0 2 M站 1戳额无额度 NA NA 85 02k-05k 28 3 1 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站分销联盟 M 纯新 M NA 2 2018-08-08 4无学历 gxb_m -1 0 M站 5纯新 644.43 674 41 02k-05k 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 3线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 10 2018-07-25 4无学历 bb_m -1 0 M站 2发标未成交 NA 443 23 05k-08k 42 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站卡牛 M 发标未成交 M NA 2 2018-08-07 4无学历 gxb_m -1 0 M站 2发标未成交 648.19 621 19 02k-05k 49 0 0 -1 6300 -1 0 1101 NA 6 0 0 -1 NA 3线
资产大额M站分销联盟 M 纯新 M NA 5 2018-08-13 4无学历 gxb_m -1 0 M站 5纯新 631.91 NA 45 0-0 61 14 0 NA NA NA NA NA NA NA NA NA NA NA 2线
百度SEM-MB大额 M 发标未成交 M M站信息流 11 2018-07-23 4无学历 bb_m -1 0 M站 2发标未成交 NA 612 62 02k-05k 15 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百融白名单M站 M 发标未成交 M M站贷超 9 2018-07-20 4无学历 gxb_m -1 0 M站 2发标未成交 NA 607 60 0-02k 18 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站卡牛 M 发标未成交 M NA 12 2018-08-01 4无学历 bb_m -1 0 M站 2发标未成交 NA 482 31 02k-05k 43 4 1 NA NA NA NA NA NA NA NA NA NA NA 2线
百度SEM-MB大额 M 发标未成交 M M站信息流 13 2018-07-16 4无学历 gxb_m -1 0 M站 2发标未成交 NA 477 59 05k-08k 46 6 6 NA NA NA NA NA NA NA NA NA NA NA 2线
百度SEM-MB大额 M 发标未成交 M M站信息流 16 2018-07-24 4无学历 bb_m -1 0 M站 2发标未成交 635.8 435 75 missing 6 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站分销联盟 M 发标未成交 M NA 14 2018-08-06 4无学历 bb_m -1 0 M站 2发标未成交 NA NA 69 missing 0 NA NA -1 3298 -1 0 NA NA 0 0 0 -1 NA 3线
搜狗SEM-MB大额 M 纯新 M M站信息流 15 2018-07-23 4无学历 gxb_m -1 0 M站 5纯新 NA 498 53 02k-05k 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站瑞萨斯 M 发标未成交 M NA 18 2018-08-04 4无学历 bb_m -1 0 M站 2发标未成交 637.49 401 74 0-0 21 5 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站融翔科技 M 纯新 M NA 3 2018-08-07 4无学历 oth -1 0 APP 4有额未发标 638.72 686 32 missing 2 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站分销联盟 M 发标未成交 M NA 9 2018-07-18 4无学历 gxb_m 0 1 M站 2发标未成交 640.5 347 68 02k-05k 47 0 3 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站瑞萨斯 M 纯新 M NA 14 2018-08-13 4无学历 gxb_m -1 0 M站 5纯新 629.56 NA 98 missing 21 0 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
大额钱院 M 纯新 M NA 3 2018-08-06 4无学历 bb_m -1 0 M站 5纯新 654.39 597 20 05k-08k 21 0 2 16406 2000 4 0 354 0 2 0 0 2 NA 1线
百度信息流大额 M 纯新 M M站信息流 16 2018-08-04 4无学历 bb_m -1 0 M站 5纯新 NA 482 83 02k-05k 9 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度SEM-MB大额 M 发标未成交 M M站信息流 1 2018-07-25 4无学历 bb_m -1 0 M站 2发标未成交 654.29 NA 32 02k-05k 15 4 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站分销联盟 M 纯新 M NA 10 2018-08-02 4无学历 gxb_m -1 0 M站 5纯新 633.53 752 66 05k-08k 42 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
百度SEM-MB大额 M 纯新 M M站信息流 8 2018-07-19 4无学历 gxb_m -1 0 M站 5纯新 632.62 NA 71 02k-05k 15 0 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站卡牛 M 发标未成交 M NA 12 2018-08-03 4无学历 bb_m 0 1 M站 2发标未成交 NA 429 65 0-02k 15 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站分销联盟 M 纯新 M NA 6 2018-07-26 4无学历 gxb_m -1 0 M站 5纯新 NA 363 47 0-02k 2 1 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站卡牛 M 纯新 M NA 4 2018-07-31 4无学历 gxb_m -1 0 M站 5纯新 NA 631 16 missing 48 9 3 42780 14850 6 1333.0181818182 2976 36147 5 3 0 3 NA 4线
百融白名单M站 M 有额未发标 M M站贷超 2 2018-07-18 3专科 gxb_m -1 0 M站 4有额未发标 NA 716 39 missing 7 1 0 20000 0 3 4071.5901639344 NA 15 3 1 0 0 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 1 2018-07-27 3专科 gxb_m -1 0 M站 2发标未成交 NA 814 24 0-0 57 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
神马SEM大额 app 纯新 M APP信息流 15 2018-07-25 4无学历 gxb_m -1 0 M站 5纯新 NA 533 35 02k-05k 28 2 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站卡牛 M 戳额无额度 M NA 11 2018-08-09 4无学历 wb -1 5 APP 5纯新 NA 418 55 0-02k 18 8 0 -1 14000 -1 0 820 NA 1 0 0 -1 5 5线
资产大额M站卡牛 M 发标未成交 M NA 6 2018-08-08 4无学历 tb 0 4 APP 2发标未成交 686.38 417 42 02k-05k 73 15 7 98985 140000 21 0 5627 28184 8 0 0 0 2 6线及以下
百融白名单M站 M 发标未成交 M M站贷超 1 2018-08-10 3专科 gxb_m -1 0 M站 2发标未成交 651.47 772 32 02k-05k 38 0 2 15000 3000 15 0 915 5673 5 0 0 0 NA 3线
资产大额M站分销联盟 M 纯新 M NA 10 2018-08-13 4无学历 oth 2 1 APP 1戳额无额度 630.96 460 61 05k-08k 78 0 0 19462 6500 5 0 0 3687 1 0 0 1 NA 4线
资产大额顶效M站 M 发标未成交 M M站信息流 18 2018-08-03 4无学历 bb_m -1 0 M站 2发标未成交 634.25 422 74 missing 29 5 0 -1 -1 -1 -1 NA NA 1 0 0 -1 NA 6线及以下
百度SEM-MB大额 M 纯新 M M站信息流 12 2018-08-11 4无学历 oth 0 2 APP 1戳额无额度 633.36 NA 78 05k-08k 42 0 4 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
百融白名单M站 M 发标未成交 M M站贷超 16 2018-08-11 4无学历 bb_m -1 0 M站 2发标未成交 NA 459 56 missing 34 6 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
搜狗SEM-MB大额 M 纯新 M M站信息流 7 2018-08-07 4无学历 bb_m -1 0 M站 5纯新 642.85 703 40 15k-30k 39 5 0 62500 3e+05 19 1280.4459459459 19455 25259 6 0 1 2 NA 2线
百融白名单M站 M 纯新 M M站贷超 1 2018-08-13 4无学历 gxb_m -1 0 M站 5纯新 647.03 761 40 05k-08k 47 0 0 21000 55000 16 929.2251931075 4511 7421 5 0 0 1 NA 1线
百度SEM-MB大额 M 纯新 M M站信息流 7 2018-07-21 4无学历 gxb_m -1 0 M站 5纯新 636.4 525 40 missing 5 0 0 -1 2000 -1 0 199 NA 3 0 0 -1 NA 6线及以下
资产大额M站闪电公积金 M 发标未成交 M NA 18 2018-08-04 3专科 bb_m -1 0 M站 2发标未成交 NA 458 54 02k-05k 17 3 1 NA NA NA NA NA NA NA NA NA NA NA 4线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 9 2018-07-15 4无学历 gxb_m -1 0 M站 2发标未成交 633.07 579 45 missing 40 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 纯新 M NA 12 2018-08-09 3专科 gxb_m -1 0 M站 5纯新 NA 612 54 05k-08k 34 10 0 72645 10000 7 0 1246 78089 1 0 4 2 NA 1线
百度SEM-MB大额 M 发标未成交 M M站信息流 3 2018-08-03 3专科 bb_m -1 0 M站 2发标未成交 NA 437 46 0-0 59 11 5 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站九格 M 戳额无额度 M M站信息流 14 2018-07-17 4无学历 bb_m -1 0 M站 1戳额无额度 NA 491 57 0-0 27 4 0 NA NA NA NA NA NA NA NA NA NA NA 4线
搜狗SEM-MB大额 M 纯新 M M站信息流 11 2018-07-31 4无学历 gxb_m -1 0 M站 5纯新 633.22 471 59 02k-05k 20 4 1 NA NA NA NA NA NA NA NA NA NA NA 2线
神马SEM大额 M 发标未成交 M M站信息流 4 2018-07-28 4无学历 gxb_m -1 0 M站 2发标未成交 651.89 546 21 05k-08k 21 0 0 -1 50000 -1 0 1915 NA 2 0 0 0 NA 5线
资产大额M站分销联盟 M 纯新 M NA 3 2018-07-25 3专科 gxb_m -1 0 M站 5纯新 609.3 738 32 02k-05k 84 0 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站九格 M 发标未成交 M M站信息流 12 2018-07-29 2本科 bb_m -1 0 M站 2发标未成交 NA 589 46 02k-05k 16 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 发标未成交 M NA 14 2018-07-28 4无学历 bb_m -1 0 M站 2发标未成交 NA 485 60 missing 41 4 0 16000 10000 5 0 338 2948 7 0 0 2 NA 5线
资产大额M站分销联盟 M 纯新 M NA 14 2018-08-11 4无学历 gxb_m -1 0 M站 5纯新 NA 591 71 missing 24 1 1 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额M站九格 M 纯新 M M站信息流 16 2018-07-15 4无学历 gxb_m -1 0 M站 5纯新 634.57 475 71 missing 30 5 3 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站秒到科技 M 纯新 M M站贷超 8 2018-07-20 4无学历 gxb_m 0 5 M站 5纯新 NA 473 20 0-0 20 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
资产大额M站分销联盟 M 发标未成交 M NA 19 2018-08-08 4无学历 gxb_m -1 0 M站 2发标未成交 635.06 529 65 02k-05k 33 0 0 -1 17680 -1 0 375 NA 1 0 0 -1 NA 6线及以下
搜狗SEM-MB大额 M 发标未成交 M M站信息流 18 2018-08-11 4无学历 bb_m 0 2 M站 2发标未成交 718.87 485 71 missing 7 1 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站卡牛 M 有额未发标 M NA 10 2018-08-09 4无学历 bb_m -1 0 M站 4有额未发标 NA 571 38 02k-05k 27 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度SEM-MB大额 M 发标未成交 M M站信息流 18 2018-07-26 4无学历 bb_m -1 0 M站 2发标未成交 NA 320 67 02k-05k 17 1 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站分销联盟 M 纯新 M NA 7 2018-08-09 4无学历 gxb_m -1 0 M站 5纯新 635.78 512 44 02k-05k 2 0 0 1750 2e+05 1 0 NA NA 0 0 0 0 NA 6线及以下
搜狗SEM-MB大额 M 发标未成交 M M站信息流 10 2018-07-30 3专科 bb_m -1 0 M站 2发标未成交 652.03 735 64 15k-30k 21 2 1 331276 74000 2 1271.7391304348 14448 18269 5 0 0 0 NA 6线及以下
百度SEM-MB大额 M 纯新 M M站信息流 3 2018-08-10 4无学历 gxb_m 0 3 M站 5纯新 NA NA 73 0-0 4 0 0 -1 -1 -1 -1 NA NA 1 0 0 -1 NA 5线
神马SEM大额 M 发标未成交 M M站信息流 17 2018-07-23 4无学历 gxb_m -1 0 M站 2发标未成交 NA 390 44 0-02k 24 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
百度信息流大额 M 纯新 M M站信息流 15 2018-07-14 4无学历 gxb_m -1 0 M站 5纯新 NA 461 75 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 发标未成交 M NA 19 2018-08-12 4无学历 gxb_m -1 0 M站 2发标未成交 NA 436 71 02k-05k 10 0 0 -1 -1 -1 -1 NA NA 2 0 0 -1 NA 2线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 8 2018-08-13 4无学历 gxb_m 0 2 M站 2发标未成交 634.3 556 64 missing 35 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站分销联盟 M 发标未成交 M NA 15 2018-07-24 4无学历 gxb_m -1 0 M站 2发标未成交 658.03 517 39 02k-05k 27 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
百度SEM-MB大额 M 发标未成交 M M站信息流 11 2018-08-03 4无学历 gxb_m 0 2 M站 2发标未成交 643.82 543 75 05k-08k 39 2 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 发标未成交 M M站信息流 10 2018-08-06 4无学历 gxb_m -1 0 M站 2发标未成交 NA 409 39 missing 22 0 1 -1 -1 -1 -1 NA NA 3 0 0 -1 NA 1线
资产大额M站分销联盟 M 纯新 M NA 18 2018-08-13 4无学历 gxb_m -1 0 M站 5纯新 645.19 628 87 02k-05k 40 3 0 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
资产大额M站卡牛 M 发标未成交 M NA 9 2018-07-31 4无学历 gxb_m -1 0 M站 2发标未成交 645.2 730 62 02k-05k 27 1 0 34241 66000 13 0 13457 10860 4 0 0 1 NA 2线
资产大额M站卡牛 M 发标未成交 M NA 16 2018-08-05 4无学历 bb_m -1 0 M站 2发标未成交 NA 498 44 05k-08k 39 3 1 50000 60000 7 0 2637 19855 4 0 0 0 NA 6线及以下
资产大额M站分销联盟 M 发标未成交 M NA 13 2018-07-25 4无学历 gxb_m -1 0 M站 2发标未成交 NA 475 75 0-0 34 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
百度SEM-MB大额 M 纯新 M M站信息流 18 2018-08-11 4无学历 gxb_m -1 0 M站 5纯新 NA 465 67 02k-05k 20 0 0 -1 -1 -1 -1 NA NA 2 0 0 -1 NA 2线
神马SEM大额 app 戳额无额度 M APP信息流 17 2018-08-03 4无学历 tb 0 2 APP 1戳额无额度 642.49 631 86 15k-30k 17 0 0 NA NA NA NA NA NA NA NA NA NA 3 4线
资产大额M站分销联盟 M 有额未发标 M NA 20 2018-08-04 4无学历 gxb_m -1 0 M站 4有额未发标 591.31 448 66 missing 40 0 0 NA NA NA NA NA NA NA NA NA NA NA 5线
搜狗SEM-MB大额 M 发标未成交 M M站信息流 8 2018-07-14 4无学历 gxb_m -1 0 M站 2发标未成交 654.51 475 53 02k-05k 17 1 1 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额贷服务号 M 纯新 M NA 19 2018-08-11 4无学历 gxb_m -1 0 M站 5纯新 NA 561 72 missing 0 0 0 2000 2249 2 0 NA NA 0 0 0 0 NA 6线及以下
搜狗SEM-MB大额 M 纯新 M M站信息流 4 2018-08-06 4无学历 gxb_m 0 7 M站 1戳额无额度 643.12 518 37 05k-08k 90 26 0 NA NA NA NA NA NA NA NA NA NA NA 4线
神马SEM大额 M 纯新 M M站信息流 20 2018-07-27 4无学历 gxb_m -1 0 M站 5纯新 651.73 482 80 02k-05k 29 0 0 NA NA NA NA NA NA NA NA NA NA NA 3线
百融白名单M站 M 发标未成交 M M站贷超 12 2018-07-18 4无学历 gxb_m -1 0 M站 2发标未成交 651.17 692 65 05k-08k 26 6 3 NA NA NA NA NA NA NA NA NA NA NA 3线
资产大额M站九格 M 发标未成交 M M站信息流 8 2018-07-29 4无学历 bb_m -1 0 M站 2发标未成交 NA 710 59 02k-05k 5 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
大额优借M站 M 发标未成交 M NA 11 2018-08-09 4无学历 gxb_m -1 0 M站 2发标未成交 630.73 696 48 0-0 19 0 2 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站九格 M 纯新 M M站信息流 18 2018-08-02 4无学历 bb_m -1 0 M站 5纯新 NA 523 80 missing 22 2 2 NA NA NA NA NA NA NA NA NA NA NA 4线
资产大额M站分销联盟 M 有额未发标 M NA 2 2018-07-18 4无学历 gxb_m -1 0 M站 4有额未发标 639.61 546 32 05k-08k 22 0 0 NA NA NA NA NA NA NA NA NA NA NA 1线
资产大额M站瑞萨斯 M 发标未成交 M NA 4 2018-08-08 2本科 gxb_m -1 0 M站 2发标未成交 647.97 595 38 05k-08k 58 8 0 NA NA NA NA NA NA NA NA NA NA NA 3线
